,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_per_Year,Log_MonthlyIncome,Log_DailyRate,Norm_Age,Norm_MonthlyRate,Poly_0,Poly_1,Poly_2,Poly_3,Poly_4
755,45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,21180.0,9.77854771798028,7.118826249062078,0.6428571428571428,0.1329050391487653,3.0,13.0,9.0,39.0,169.0
756,32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,5366.666666666667,8.300528606199737,7.01211529430638,0.3333333333333333,0.3630194740012046,3.0,12.0,9.0,36.0,144.0
757,34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,7293.75,9.182557990963732,5.37989735354046,0.380952380952381,0.40891387271632196,3.0,11.0,9.0,33.0,121.0
758,59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,20406.85714285714,9.384713758920963,6.993932975223189,0.976190476190476,0.3591246737602891,3.0,14.0,9.0,42.0,196.0
759,45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,3732.0,7.686162303492906,6.670766320845874,0.6428571428571428,0.24990965669544266,3.0,16.0,9.0,48.0,256.0
760,53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,5643.75,8.926118971153382,4.8283137373023015,0.8333333333333333,0.8609917687211404,3.0,12.0,9.0,36.0,144.0
761,36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,29004.0,8.483636407887394,6.493753839851686,0.42857142857142855,0.23143946998594658,3.0,14.0,9.0,42.0,196.0
762,26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,6126.0,7.622174594817622,5.8377304471659395,0.19047619047619052,0.5321019875527002,3.0,14.0,9.0,42.0,196.0
763,34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,13320.0,7.7057128238944275,7.195937226475569,0.380952380952381,0.6551294920698655,3.0,19.0,9.0,57.0,361.0
764,28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,6312.0,6.959398512133975,7.0431599159883405,0.23809523809523808,0.8548484240112427,4.0,22.0,16.0,88.0,484.0
765,38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,11284.0,7.945201132412759,7.079184394609668,0.4761904761904761,0.036257779562336875,3.0,16.0,9.0,48.0,256.0
766,50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,25649.333333333332,9.86464276871256,7.289610521451167,0.7619047619047619,0.43200160610319216,3.0,11.0,9.0,33.0,121.0
767,37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,9856.8,8.32069157104845,4.8283137373023015,0.4523809523809524,0.47195342300742826,3.0,15.0,9.0,45.0,225.0
768,40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,12594.0,9.035629778183564,5.707110264748875,0.5238095238095237,0.8079903633808472,3.0,14.0,9.0,42.0,196.0
769,26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,4014.0,7.60489448081162,6.826545223556594,0.19047619047619052,0.9303754266211605,3.0,13.0,9.0,39.0,169.0
770,46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,78508.0,9.884712397209794,6.066108090103747,0.6666666666666665,0.7769925717727364,3.0,17.0,9.0,51.0,289.0
771,54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,12823.2,9.276783328524896,6.9874902470009905,0.857142857142857,0.2528809476008833,3.0,11.0,9.0,33.0,121.0
772,56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,5884.0,7.987184748233473,7.123672785204607,0.9047619047619047,0.4039349528207187,3.0,19.0,9.0,57.0,361.0
773,36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,7086.4,9.089189170412032,6.680854678790215,0.42857142857142855,0.5450712708291507,3.0,11.0,9.0,33.0,121.0
774,55,No,Non-Travel,444,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,20107.2,9.726571360400724,6.09807428216624,0.8809523809523809,0.6114836378237302,3.0,15.0,9.0,45.0,225.0
775,43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,64788.0,9.28720881623276,6.030685260261263,0.5952380952380951,0.12744428829552298,3.0,13.0,9.0,39.0,169.0
776,20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,9292.0,7.751045117971802,6.646390514847729,0.047619047619047616,0.6067456334069464,3.0,14.0,9.0,42.0,196.0
777,21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,8496.0,7.256297239690681,7.19668657083435,0.07142857142857145,0.6088737201365187,3.0,13.0,9.0,39.0,169.0
778,46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,3257.6470588235293,8.437283808187935,6.911747300251674,0.6666666666666665,0.7602890985745834,4.0,23.0,16.0,92.0,529.0
779,51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,2684.7272727272725,7.808729306744399,7.188412736496954,0.7857142857142856,0.3307769524191929,3.0,12.0,9.0,36.0,144.0
780,28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,9514.90909090909,9.07371849443322,7.220373836723949,0.23809523809523808,0.41200562136117247,3.0,12.0,9.0,36.0,144.0
781,26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,7910.0,8.282988692742602,5.262690188904886,0.19047619047619052,0.36326038948002404,3.0,16.0,9.0,48.0,256.0
782,30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,17069.14285714286,9.206131527202128,7.0707241072602764,0.28571428571428564,0.28114836378237296,3.0,15.0,9.0,45.0,225.0
783,41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,3682.909090909091,8.124743020385568,6.234410725718371,0.5476190476190477,0.6733186107207388,3.0,13.0,9.0,39.0,169.0
784,38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,5293.8,9.085230560933338,5.802118375377063,0.4761904761904761,0.9039951816904236,3.0,18.0,9.0,54.0,324.0
785,40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,10322.0,9.24212969446559,7.30854279753919,0.5238095238095237,0.9816502710299136,4.0,20.0,16.0,80.0,400.0
786,27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,13863.0,8.438582790834326,7.15305163493748,0.21428571428571425,0.15157598875727765,3.0,19.0,9.0,57.0,361.0
787,55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,32928.0,9.303557453687317,6.9957661563048505,0.8809523809523809,0.5508532423208191,3.0,18.0,9.0,54.0,324.0
788,28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,4880.0,8.205491613120236,6.754604099487962,0.23809523809523808,0.23348725155591246,3.0,13.0,9.0,39.0,169.0
789,44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,5989.714285714285,9.257510176452573,7.227662498728654,0.6190476190476188,0.009315398514354548,3.0,14.0,9.0,42.0,196.0
790,33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,21357.0,8.87066300440602,6.484635235635252,0.35714285714285715,0.7677173258381851,3.0,15.0,9.0,45.0,225.0
791,35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,12776.0,9.167745974343763,7.094234845924755,0.4047619047619047,0.3308171049989962,4.0,22.0,16.0,88.0,484.0
792,33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,3864.0,8.413830678421084,6.71901315438526,0.35714285714285715,0.04155792009636619,4.0,22.0,16.0,88.0,484.0
793,28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,5296.8,7.699842407396986,6.79794041297493,0.23809523809523808,0.8186307970287091,3.0,16.0,9.0,48.0,256.0
794,34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,13296.0,8.956350940490871,6.428105272684596,0.380952380952381,0.8099578397912066,3.0,17.0,9.0,51.0,289.0
795,37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,40164.0,8.809116258125274,5.736572297479192,0.4523809523809524,0.8885364384661715,3.0,14.0,9.0,42.0,196.0
796,25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6,5536.5,8.213923595622743,7.106606137727303,0.16666666666666669,0.10082312788596667,3.0,15.0,9.0,45.0,225.0
797,26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,14262.0,7.774015077250727,7.193685818395112,0.19047619047619052,0.6937964264203975,4.0,20.0,16.0,80.0,400.0
798,33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,9252.0,7.746732907753622,6.925595197110468,0.35714285714285715,0.03609716924312387,4.0,20.0,16.0,80.0,400.0
799,42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,9216.521739130434,9.779397167305078,6.152732694704104,0.5714285714285714,0.4940774944790203,3.0,17.0,9.0,51.0,289.0
800,28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,15576.0,7.862112211662748,6.917705609835305,0.23809523809523808,0.20341296928327643,3.0,15.0,9.0,45.0,225.0
801,50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,56736.0,8.461469042643875,6.866933284461882,0.7619047619047619,0.608592652077896,3.0,14.0,9.0,42.0,196.0
802,33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,12906.0,8.3670677328386,6.878326468291325,0.35714285714285715,0.45400521983537445,3.0,17.0,9.0,51.0,289.0
803,34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,35748.0,7.9996785794994505,6.548219102762372,0.380952380952381,0.8184701867094961,3.0,17.0,9.0,51.0,289.0
804,48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,33770.0,9.734240155229445,7.141245122350491,0.7142857142857142,0.5645452720337282,4.0,22.0,16.0,88.0,484.0
805,45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,4194.75,8.629449873761905,6.957497370876951,0.6428571428571428,0.6374623569564345,3.0,13.0,9.0,39.0,169.0
806,52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,13926.666666666666,9.253974408996244,6.902742737158593,0.8095238095238095,0.5311383256374222,3.0,19.0,9.0,57.0,361.0
807,38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,11653.333333333334,9.075779878580487,6.647688373563329,0.4761904761904761,0.13953021481630193,3.0,14.0,9.0,42.0,196.0
808,29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,3771.0,7.83002808253384,7.010311867307229,0.2619047619047619,0.9987552700260992,4.0,22.0,16.0,88.0,484.0
809,28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,9186.0,8.94324493313279,6.85751406254539,0.23809523809523808,0.23870708693033524,3.0,17.0,9.0,51.0,289.0
810,46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,16121.538461538461,9.768011412973678,6.008813185442595,0.6666666666666665,0.5421401325035133,3.0,12.0,9.0,36.0,144.0
811,38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,44106.0,8.902727664035522,4.875197323201151,0.4761904761904761,0.7438265408552499,3.0,16.0,9.0,48.0,256.0
812,43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,14426.666666666666,9.289243969571649,6.9874902470009905,0.5952380952380951,0.37908050592250553,3.0,11.0,9.0,33.0,121.0
813,39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,7685.684210526316,9.406729185981574,5.318119993844216,0.49999999999999994,0.45986749648664926,3.0,11.0,9.0,33.0,121.0
814,40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,11214.857142857143,9.88466144828608,7.1770187659099,0.5238095238095237,0.6203573579602489,3.0,14.0,9.0,42.0,196.0
815,21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,8280.0,7.635786861395585,6.892641641172089,0.07142857142857145,0.9328247339891588,3.0,11.0,9.0,33.0,121.0
816,39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,13564.0,8.82217476094608,6.0867747269123065,0.49999999999999994,0.2680586227665127,3.0,15.0,9.0,45.0,225.0
817,36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,7779.0,8.959311617172437,5.384495062789089,0.42857142857142855,0.8489861473599679,4.0,20.0,16.0,80.0,400.0
818,31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,11164.0,7.934513463882263,6.677083461247136,0.3095238095238095,0.7985143545472797,3.0,12.0,9.0,36.0,144.0
819,28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,6402.0,8.07153089355666,7.280697195384741,0.23809523809523808,0.7153985143545473,3.0,17.0,9.0,51.0,289.0
820,35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,9936.0,8.51097389160232,7.075808863978387,0.4047619047619047,0.6587432242521581,3.0,11.0,9.0,33.0,121.0
821,49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,15744.0,9.481969279105716,5.1647859739235145,0.7380952380952379,0.3928929933748243,3.0,17.0,9.0,51.0,289.0
822,34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,12099.0,8.302513718514158,6.911747300251674,0.380952380952381,0.5516964464966874,3.0,11.0,9.0,33.0,121.0
823,29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,4936.5,8.09925056179696,6.19644412779452,0.2619047619047619,0.6362577795623369,3.0,14.0,9.0,42.0,196.0
824,42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,25632.0,8.360071435644025,5.241747015059643,0.5714285714285714,0.2996988556514756,3.0,19.0,9.0,57.0,361.0
825,29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,5515.636363636364,8.528528701079983,6.577861357721047,0.2619047619047619,0.6261794820317206,3.0,15.0,9.0,45.0,225.0
826,38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,4266.0,7.953318346560431,6.073044534100405,0.4761904761904761,0.15699658703071673,3.0,13.0,9.0,39.0,169.0
827,28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,8109.0,7.902487437162855,6.651571873589727,0.23809523809523808,0.8028106805862276,3.0,14.0,9.0,42.0,196.0
828,18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,22848.0,7.552237287560802,5.5134287461649825,0.0,0.46022886970487853,3.0,12.0,9.0,36.0,144.0
829,33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,16448.0,9.014933575633572,6.403574197934815,0.35714285714285715,0.6541256775747841,3.0,17.0,9.0,51.0,289.0
830,41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,28596.0,8.469472455204826,5.123963979403259,0.5476190476190477,0.2793414976912266,3.0,11.0,9.0,33.0,121.0
831,31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,10440.0,7.8674885686991285,6.774223886357614,0.3095238095238095,0.16619152780566152,3.0,12.0,9.0,36.0,144.0
832,37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,9824.57142857143,8.653819788948063,5.908082938168931,0.4523809523809524,0.6053804456936358,3.0,13.0,9.0,39.0,169.0
833,27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,6093.6,7.8399193600125825,5.298317366548036,0.21428571428571425,0.2351335073278458,3.0,13.0,9.0,39.0,169.0
834,34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,9795.42857142857,8.65084957622891,7.244941546337007,0.380952380952381,0.14996988556514756,4.0,20.0,16.0,80.0,400.0
835,35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,8646.0,8.371936178759098,6.270988431858299,0.4047619047619047,0.20132503513350733,3.0,17.0,9.0,51.0,289.0
836,29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,7336.0,8.900685318713995,6.013715156042802,0.2619047619047619,0.3641035936558924,3.0,13.0,9.0,39.0,169.0
837,40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,8525.684210526315,9.51044496442652,6.386879319362645,0.5238095238095237,0.46930335274041357,3.0,17.0,9.0,51.0,289.0
838,42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,7504.363636363636,9.529448434427817,6.1779441140506,0.5714285714285714,0.014173860670548086,3.0,12.0,9.0,36.0,144.0
839,42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,8837.142857142857,8.547916364059079,6.473890696352274,0.5714285714285714,0.006384260188717128,3.0,13.0,9.0,39.0,169.0
